state,type,GEOID,racial_majority,xfilemonth,xfileyear,month_filings,filings_avg,last_updated
delaware,County,9005,White,4,2023,10,13.6666666666667,2023-04-08
delaware,County,9007,White,1,2020,41,42.3333333333333,2023-04-08
delaware,County,9007,White,2,2020,47,34,2023-04-08
delaware,County,9007,White,3,2020,27,35.3333333333333,2023-04-08
delaware,County,9007,White,4,2020,9,30.3333333333333,2023-04-08
delaware,County,9007,White,5,2020,2,42.3333333333333,2023-04-08
delaware,County,9007,White,6,2020,2,46.3333333333333,2023-04-08
delaware,County,9007,White,7,2020,6,49.6666666666667,2023-04-08
delaware,County,9007,White,8,2020,0,49.3333333333333,2023-04-08
delaware,County,9007,White,9,2020,4,40,2023-04-08
delaware,County,9007,White,10,2020,4,52.6666666666667,2023-04-08
delaware,County,9007,White,11,2020,7,37.3333333333333,2023-04-08
delaware,County,9007,White,12,2020,13,34.6666666666667,2023-04-08
delaware,County,9007,White,1,2021,10,42.3333333333333,2023-04-08
delaware,County,9007,White,2,2021,13,34,2023-04-08
delaware,County,9007,White,3,2021,26,35.3333333333333,2023-04-08
delaware,County,9007,White,4,2021,23,30.3333333333333,2023-04-08
delaware,County,9007,White,5,2021,21,42.3333333333333,2023-04-08
delaware,County,9007,White,6,2021,20,46.3333333333333,2023-04-08
delaware,County,9007,White,7,2021,14,49.6666666666667,2023-04-08
delaware,County,9007,White,8,2021,6,49.3333333333333,2023-04-08
delaware,County,9007,White,9,2021,19,40,2023-04-08
delaware,County,9007,White,10,2021,14,52.6666666666667,2023-04-08
delaware,County,9007,White,11,2021,39,37.3333333333333,2023-04-08
delaware,County,9007,White,12,2021,35,34.6666666666667,2023-04-08
delaware,County,9007,White,1,2022,28,42.3333333333333,2023-04-08
delaware,County,9007,White,2,2022,27,34,2023-04-08
delaware,County,9007,White,3,2022,57,35.3333333333333,2023-04-08
delaware,County,9007,White,4,2022,45,30.3333333333333,2023-04-08
delaware,County,9007,White,5,2022,38,42.3333333333333,2023-04-08
delaware,County,9007,White,6,2022,65,46.3333333333333,2023-04-08
delaware,County,9007,White,7,2022,69,49.6666666666667,2023-04-08
delaware,County,9007,White,8,2022,54,49.3333333333333,2023-04-08
delaware,County,9007,White,9,2022,51,40,2023-04-08
delaware,County,9007,White,10,2022,50,52.6666666666667,2023-04-08
delaware,County,9007,White,11,2022,54,37.3333333333333,2023-04-08
delaware,County,9007,White,12,2022,39,34.6666666666667,2023-04-08
delaware,County,9007,White,1,2023,39,42.3333333333333,2023-04-08
delaware,County,9007,White,2,2023,53,34,2023-04-08
delaware,County,9007,White,3,2023,34,35.3333333333333,2023-04-08
delaware,County,9007,White,4,2023,4,10.3333333333333,2023-04-08
delaware,County,9009,White,1,2020,551,552,2023-04-08
delaware,County,9009,White,2,2020,430,481.333333333333,2023-04-08
delaware,County,9009,White,3,2020,382,454.666666666667,2023-04-08
delaware,County,9009,White,4,2020,47,375,2023-04-08
delaware,County,9009,White,5,2020,5,486.333333333333,2023-04-08
delaware,County,9009,White,6,2020,7,527.333333333333,2023-04-08
delaware,County,9009,White,7,2020,37,569.333333333333,2023-04-08
delaware,County,9009,White,8,2020,34,588,2023-04-08
delaware,County,9009,White,9,2020,46,533,2023-04-08
delaware,County,9009,White,10,2020,67,578.666666666667,2023-04-08
delaware,County,9009,White,11,2020,134,508.666666666667,2023-04-08
delaware,County,9009,White,12,2020,186,460.666666666667,2023-04-08
delaware,County,9009,White,1,2021,176,552,2023-04-08
delaware,County,9009,White,2,2021,196,481.333333333333,2023-04-08
delaware,County,9009,White,3,2021,255,454.666666666667,2023-04-08
delaware,County,9009,White,4,2021,235,375,2023-04-08
delaware,County,9009,White,5,2021,177,486.333333333333,2023-04-08
delaware,County,9009,White,6,2021,205,527.333333333333,2023-04-08
delaware,County,9009,White,7,2021,109,569.333333333333,2023-04-08
delaware,County,9009,White,8,2021,130,588,2023-04-08
delaware,County,9009,White,9,2021,296,533,2023-04-08
delaware,County,9009,White,10,2021,249,578.666666666667,2023-04-08
delaware,County,9009,White,11,2021,321,508.666666666667,2023-04-08
delaware,County,9009,White,12,2021,351,460.666666666667,2023-04-08
delaware,County,9009,White,1,2022,372,552,2023-04-08
delaware,County,9009,White,2,2022,362,481.333333333333,2023-04-08
delaware,County,9009,White,3,2022,797,454.666666666667,2023-04-08
delaware,County,9009,White,4,2022,661,375,2023-04-08
delaware,County,9009,White,5,2022,600,486.333333333333,2023-04-08
delaware,County,9009,White,6,2022,612,527.333333333333,2023-04-08
delaware,County,9009,White,7,2022,639,569.333333333333,2023-04-08
delaware,County,9009,White,8,2022,637,588,2023-04-08
delaware,County,9009,White,9,2022,547,533,2023-04-08
delaware,County,9009,White,10,2022,537,578.666666666667,2023-04-08
delaware,County,9009,White,11,2022,527,508.666666666667,2023-04-08
delaware,County,9009,White,12,2022,461,460.666666666667,2023-04-08
delaware,County,9009,White,1,2023,530,552,2023-04-08
delaware,County,9009,White,2,2023,490,481.333333333333,2023-04-08
delaware,County,9009,White,3,2023,490,454.666666666667,2023-04-08
delaware,County,9009,White,4,2023,93,103,2023-04-08
delaware,County,9011,White,1,2020,124,136,2023-04-08
delaware,County,9011,White,2,2020,82,110.333333333333,2023-04-08
delaware,County,9011,White,3,2020,75,122.333333333333,2023-04-08
delaware,County,9011,White,4,2020,15,102.333333333333,2023-04-08
delaware,County,9011,White,5,2020,2,125.666666666667,2023-04-08
delaware,County,9011,White,6,2020,3,135.666666666667,2023-04-08
delaware,County,9011,White,7,2020,20,138.666666666667,2023-04-08
delaware,County,9011,White,8,2020,17,153,2023-04-08
delaware,County,9011,White,9,2020,20,122.333333333333,2023-04-08
delaware,County,9011,White,10,2020,26,149.333333333333,2023-04-08
delaware,County,9011,White,11,2020,40,106.666666666667,2023-04-08
delaware,County,9011,White,12,2020,46,109,2023-04-08
delaware,County,9011,White,1,2021,37,136,2023-04-08
delaware,County,9011,White,2,2021,57,110.333333333333,2023-04-08
delaware,County,9011,White,3,2021,90,122.333333333333,2023-04-08
delaware,County,9011,White,4,2021,44,102.333333333333,2023-04-08
delaware,County,9011,White,5,2021,35,125.666666666667,2023-04-08
delaware,County,9011,White,6,2021,51,135.666666666667,2023-04-08
delaware,County,9011,White,7,2021,23,138.666666666667,2023-04-08
delaware,County,9011,White,8,2021,55,153,2023-04-08
delaware,County,9011,White,9,2021,83,122.333333333333,2023-04-08
delaware,County,9011,White,10,2021,81,149.333333333333,2023-04-08
delaware,County,9011,White,11,2021,103,106.666666666667,2023-04-08
delaware,County,9011,White,12,2021,104,109,2023-04-08
delaware,County,9011,White,1,2022,99,136,2023-04-08
delaware,County,9011,White,2,2022,91,110.333333333333,2023-04-08
delaware,County,9011,White,3,2022,189,122.333333333333,2023-04-08
delaware,County,9011,White,4,2022,165,102.333333333333,2023-04-08
delaware,County,9011,White,5,2022,164,125.666666666667,2023-04-08
delaware,County,9011,White,6,2022,147,135.666666666667,2023-04-08
delaware,County,9011,White,7,2022,144,138.666666666667,2023-04-08
delaware,County,9011,White,8,2022,148,153,2023-04-08
delaware,County,9011,White,9,2022,151,122.333333333333,2023-04-08
delaware,County,9011,White,10,2022,136,149.333333333333,2023-04-08
delaware,County,9011,White,11,2022,120,106.666666666667,2023-04-08
delaware,County,9011,White,12,2022,111,109,2023-04-08
delaware,County,9011,White,1,2023,120,136,2023-04-08
delaware,County,9011,White,2,2023,125,110.333333333333,2023-04-08
delaware,County,9011,White,3,2023,141,122.333333333333,2023-04-08
delaware,County,9011,White,4,2023,22,33.3333333333333,2023-04-08
delaware,County,9013,White,1,2020,33,30,2023-04-08
delaware,County,9013,White,2,2020,39,28.6666666666667,2023-04-08
delaware,County,9013,White,3,2020,29,26,2023-04-08
delaware,County,9013,White,4,2020,3,26,2023-04-08
delaware,County,9013,White,5,2020,1,26,2023-04-08
delaware,County,9013,White,6,2020,0,28,2023-04-08
delaware,County,9013,White,7,2020,3,33.6666666666667,2023-04-08
delaware,County,9013,White,8,2020,3,26.3333333333333,2023-04-08
delaware,County,9013,White,9,2020,5,33,2023-04-08
delaware,County,9013,White,10,2020,10,39,2023-04-08
delaware,County,9013,White,11,2020,6,27.6666666666667,2023-04-08
delaware,County,9013,White,12,2020,15,26.6666666666667,2023-04-08
delaware,County,9013,White,1,2021,8,30,2023-04-08
delaware,County,9013,White,2,2021,15,28.6666666666667,2023-04-08
delaware,County,9013,White,3,2021,17,26,2023-04-08
delaware,County,9013,White,4,2021,14,26,2023-04-08
delaware,County,9013,White,5,2021,19,26,2023-04-08
delaware,County,9013,White,6,2021,12,28,2023-04-08
delaware,County,9013,White,7,2021,2,33.6666666666667,2023-04-08
delaware,County,9013,White,8,2021,12,26.3333333333333,2023-04-08
delaware,County,9013,White,9,2021,20,33,2023-04-08
delaware,County,9013,White,10,2021,26,39,2023-04-08
delaware,County,9013,White,11,2021,14,27.6666666666667,2023-04-08
delaware,County,9013,White,12,2021,21,26.6666666666667,2023-04-08
delaware,County,9013,White,1,2022,18,30,2023-04-08
delaware,County,9013,White,2,2022,30,28.6666666666667,2023-04-08
delaware,County,9013,White,3,2022,38,26,2023-04-08
delaware,County,9013,White,4,2022,36,26,2023-04-08
delaware,County,9013,White,5,2022,40,26,2023-04-08
delaware,County,9013,White,6,2022,29,28,2023-04-08
delaware,County,9013,White,7,2022,29,33.6666666666667,2023-04-08
delaware,County,9013,White,8,2022,33,26.3333333333333,2023-04-08
delaware,County,9013,White,9,2022,29,33,2023-04-08
delaware,County,9013,White,10,2022,38,39,2023-04-08
delaware,County,9013,White,11,2022,39,27.6666666666667,2023-04-08
delaware,County,9013,White,12,2022,18,26.6666666666667,2023-04-08
delaware,County,9013,White,1,2023,37,30,2023-04-08
delaware,County,9013,White,2,2023,29,28.6666666666667,2023-04-08
delaware,County,9013,White,3,2023,23,26,2023-04-08
delaware,County,9013,White,4,2023,5,9,2023-04-08
delaware,County,9015,White,1,2020,30,45.3333333333333,2023-04-08
delaware,County,9015,White,2,2020,46,44,2023-04-08
delaware,County,9015,White,3,2020,20,38.6666666666667,2023-04-08
delaware,County,9015,White,4,2020,4,40,2023-04-08
delaware,County,9015,White,5,2020,2,42.6666666666667,2023-04-08
delaware,County,9015,White,6,2020,0,35,2023-04-08
delaware,County,9015,White,7,2020,4,49.6666666666667,2023-04-08
delaware,County,9015,White,8,2020,7,50.3333333333333,2023-04-08
delaware,County,9015,White,9,2020,8,50,2023-04-08
delaware,County,9015,White,10,2020,5,45.6666666666667,2023-04-08
delaware,County,9015,White,11,2020,3,45,2023-04-08
delaware,County,9015,White,12,2020,11,42.6666666666667,2023-04-08
delaware,County,9015,White,1,2021,19,45.3333333333333,2023-04-08
delaware,County,9015,White,2,2021,17,44,2023-04-08
delaware,County,9015,White,3,2021,24,38.6666666666667,2023-04-08
delaware,County,9015,White,4,2021,18,40,2023-04-08
delaware,County,9015,White,5,2021,12,42.6666666666667,2023-04-08
delaware,County,9015,White,6,2021,16,35,2023-04-08
delaware,County,9015,White,7,2021,11,49.6666666666667,2023-04-08
delaware,County,9015,White,8,2021,14,50.3333333333333,2023-04-08
delaware,County,9015,White,9,2021,31,50,2023-04-08
delaware,County,9015,White,10,2021,28,45.6666666666667,2023-04-08
delaware,County,9015,White,11,2021,48,45,2023-04-08
delaware,County,9015,White,12,2021,41,42.6666666666667,2023-04-08
delaware,County,9015,White,1,2022,31,45.3333333333333,2023-04-08
delaware,County,9015,White,2,2022,31,44,2023-04-08
delaware,County,9015,White,3,2022,83,38.6666666666667,2023-04-08
delaware,County,9015,White,4,2022,48,40,2023-04-08
delaware,County,9015,White,5,2022,63,42.6666666666667,2023-04-08
delaware,County,9015,White,6,2022,53,35,2023-04-08
delaware,County,9015,White,7,2022,65,49.6666666666667,2023-04-08
delaware,County,9015,White,8,2022,55,50.3333333333333,2023-04-08
delaware,County,9015,White,9,2022,51,50,2023-04-08
delaware,County,9015,White,10,2022,54,45.6666666666667,2023-04-08
delaware,County,9015,White,11,2022,59,45,2023-04-08
delaware,County,9015,White,12,2022,38,42.6666666666667,2023-04-08
delaware,County,9015,White,1,2023,39,45.3333333333333,2023-04-08
delaware,County,9015,White,2,2023,45,44,2023-04-08
delaware,County,9015,White,3,2023,45,38.6666666666667,2023-04-08
delaware,County,9015,White,4,2023,11,7,2023-04-08
indiana,County,10001,White,1,2020,288,303,2023-04-08
indiana,County,10001,White,2,2020,260,269.5,2023-04-08
indiana,County,10001,White,3,2020,136,234.25,2023-04-08
indiana,County,10001,White,4,2020,0,251.75,2023-04-08
indiana,County,10001,White,5,2020,0,288.25,2023-04-08
indiana,County,10001,White,6,2020,3,277.75,2023-04-08
indiana,County,10001,White,7,2020,71,289.5,2023-04-08
indiana,County,10001,White,8,2020,73,318.5,2023-04-08
indiana,County,10001,White,9,2020,174,281.75,2023-04-08
indiana,County,10001,White,10,2020,124,329.25,2023-04-08
indiana,County,10001,White,11,2020,120,275.25,2023-04-08
indiana,County,10001,White,12,2020,93,251,2023-04-08
indiana,County,10001,White,1,2021,121,303,2023-04-08
indiana,County,10001,White,2,2021,123,262.25,2023-04-08
indiana,County,10001,White,3,2021,132,234.25,2023-04-08
indiana,County,10001,White,4,2021,136,251.75,2023-04-08
indiana,County,10001,White,5,2021,105,288.25,2023-04-08
indiana,County,10001,White,6,2021,128,277.75,2023-04-08
indiana,County,10001,White,7,2021,139,289.5,2023-04-08
indiana,County,10001,White,8,2021,194,318.5,2023-04-08
indiana,County,10001,White,9,2021,148,281.75,2023-04-08
indiana,County,10001,White,10,2021,158,329.25,2023-04-08
indiana,County,10001,White,11,2021,150,275.25,2023-04-08
indiana,County,10001,White,12,2021,174,251,2023-04-08
indiana,County,10001,White,1,2022,132,303,2023-04-08
indiana,County,10001,White,2,2022,175,262.25,2023-04-08
indiana,County,10001,White,3,2022,173,234.25,2023-04-08
indiana,County,10001,White,4,2022,173,251.75,2023-04-08
indiana,County,10001,White,5,2022,212,288.25,2023-04-08
indiana,County,10001,White,6,2022,174,277.75,2023-04-08
indiana,County,10001,White,7,2022,210,289.5,2023-04-08
indiana,County,10001,White,8,2022,165,318.5,2023-04-08
indiana,County,10001,White,9,2022,198,281.75,2023-04-08
indiana,County,10001,White,10,2022,190,329.25,2023-04-08
indiana,County,10001,White,11,2022,184,275.25,2023-04-08
indiana,County,10001,White,12,2022,261,251,2023-04-08
indiana,County,10001,White,1,2023,246,303,2023-04-08
indiana,County,10001,White,2,2023,305,262.25,2023-04-08
indiana,County,10001,White,3,2023,212,234.25,2023-04-08
indiana,County,10001,White,4,2023,20,26.25,2023-04-08
indiana,County,10003,White,1,2020,921,993.25,2023-04-08
indiana,County,10003,White,2,2020,932,915.75,2023-04-08
indiana,County,10003,White,3,2020,415,766.75,2023-04-08
indiana,County,10003,White,4,2020,5,851.25,2023-04-08
indiana,County,10003,White,5,2020,9,941,2023-04-08
indiana,County,10003,White,6,2020,24,977.75,2023-04-08
indiana,County,10003,White,7,2020,305,978.25,2023-04-08
indiana,County,10003,White,8,2020,389,1062.5,2023-04-08
indiana,County,10003,White,9,2020,480,997.5,2023-04-08
indiana,County,10003,White,10,2020,492,1013.5,2023-04-08
indiana,County,10003,White,11,2020,454,884,2023-04-08
indiana,County,10003,White,12,2020,380,914.25,2023-04-08
indiana,County,10003,White,1,2021,336,993.25,2023-04-08
indiana,County,10003,White,2,2021,422,910.25,2023-04-08
indiana,County,10003,White,3,2021,422,766.75,2023-04-08
indiana,County,10003,White,4,2021,334,851.25,2023-04-08
indiana,County,10003,White,5,2021,302,941,2023-04-08
indiana,County,10003,White,6,2021,342,977.75,2023-04-08
indiana,County,10003,White,7,2021,367,978.25,2023-04-08
indiana,County,10003,White,8,2021,526,1062.5,2023-04-08
indiana,County,10003,White,9,2021,519,997.5,2023-04-08
indiana,County,10003,White,10,2021,637,1013.5,2023-04-08
indiana,County,10003,White,11,2021,501,884,2023-04-08
indiana,County,10003,White,12,2021,591,914.25,2023-04-08
indiana,County,10003,White,1,2022,577,993.25,2023-04-08
indiana,County,10003,White,2,2022,595,910.25,2023-04-08
indiana,County,10003,White,3,2022,701,766.75,2023-04-08
indiana,County,10003,White,4,2022,651,851.25,2023-04-08
indiana,County,10003,White,5,2022,550,941,2023-04-08
indiana,County,10003,White,6,2022,623,977.75,2023-04-08
indiana,County,10003,White,7,2022,575,978.25,2023-04-08
indiana,County,10003,White,8,2022,833,1062.5,2023-04-08
indiana,County,10003,White,9,2022,659,997.5,2023-04-08
indiana,County,10003,White,10,2022,643,1013.5,2023-04-08
indiana,County,10003,White,11,2022,626,884,2023-04-08
indiana,County,10003,White,12,2022,669,914.25,2023-04-08
indiana,County,10003,White,1,2023,818,993.25,2023-04-08
indiana,County,10003,White,2,2023,780,910.25,2023-04-08
indiana,County,10003,White,3,2023,702,766.75,2023-04-08
indiana,County,10003,White,4,2023,36,91.25,2023-04-08
indiana,County,10005,White,1,2020,281,277.5,2023-04-08
indiana,County,10005,White,2,2020,260,204.5,2023-04-08
indiana,County,10005,White,3,2020,108,227.25,2023-04-08
indiana,County,10005,White,4,2020,2,217.5,2023-04-08
indiana,County,10005,White,5,2020,2,237,2023-04-08
